period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,Nº fichas RFO,Nº SN2 con ficha RFO con status OK,Nº SN2 con dependencias Consumer,Nº SN2 del tipo Aplicación no Hijo,Número de features “deployed” válidas,Número de features “deployed”,Valor de cumplimiento de objetivos en Op Model,Servicios N2 con medición en el modelo objetivo del Op Model,Vulnerab. de alto riesgo por cada mil líneas de códgio,Vulnerab. de alto riesgo por cada mil líneas de códgio mes anterior,Variación de la evolución de vulnerabilidades,Nº  de vulnerabilidades “high”,Nº de Lineas de código ,Nº de vulnerabilidades “high” en el mes anterior,Líneas de código en el mes anterior,Fichas RFO con status OK,SN2 con Dependencias asignadas,Calidad de Features,Cumpliminto objetivo adopción del Op. Model, Evolución de vulnerabilidades,Peso - Fichas RFO con status OK,Peso - SN2 con Dependencias asignadas, Peso - Calidad de Features,Peso - Cumpliminto objetivo adopción del Op. Model,Peso -  Evolución de vulnerabilidades,Distribución pesos si no aplica indicador,% Adopción total,Está certificado? (>= 70%),Nivel de Certificación
ago 25,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,191,CF03 LEGAL,1,1,1,1,2,2,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%","100,00%","100,00%",-,"0,1300","0,1300","0,2000","0,2700",-,"0,7300",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,192,AR19 DIGITALIZACIÓN DE IMAGENES,3,3,2,3,1,1,"1,5",2,"0,0503","0,0503","0,0000",4,79.491,4,79.491,"100,00%","66,67%","100,00%","75,00%","50,00%","0,1300","0,0867","0,2000","0,2025","0,1350","1,0000",75%,1,Level 1
ago 25,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,193,AR18 AUTOMATIZACIÓN DE PROCESOS,1,1,1,1,2,2,"0,0",0,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%","100,00%",-,-,"0,1300","0,1300","0,2000",-,-,"0,4600",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,194,AR17 ENGINEERING SERVICES,13,13,10,13,0,0,"4,0",4,"0,0000","0,0000","0,0000",0,312.092,0,312.092,"100,00%","76,92%",-,"100,00%","100,00%","0,1300","0,1000",-,"0,2700","0,2700","0,8000",96%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,195,CF01 TALENT & CULTURA,17,17,13,13,0,0,"2,5",7,"0,0618","0,0618","0,0000",61,986.727,61,986.727,"100,00%","100,00%",-,"35,71%","50,00%","0,1300","0,1300",-,"0,0964","0,1350","0,8000",61%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,409,AR06 COBRANZAS EMISIÓN TC,4,4,4,4,0,0,"3,0",3,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%",-,"100,00%",-,"0,1300","0,1300",-,"0,2700",-,"0,5300",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,410,AR11 ABM,2,2,1,2,0,0,"1,0",1,"0,0000","0,0000","0,0000",0,12.056,0,12.056,"100,00%","50,00%",-,"100,00%","100,00%","0,1300","0,0650",-,"0,2700","0,2700","0,8000",92%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,412,RB04 ATM /CAJEROS AUTOMATICOS,1,1,1,1,0,0,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%",-,"100,00%",-,"0,1300","0,1300",-,"0,2700",-,"0,5300",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,413,AR07 TARJETA DE DÉBITO,1,1,1,1,0,0,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%",-,"100,00%",-,"0,1300","0,1300",-,"0,2700",-,"0,5300",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,414,AR12 CONTABILIDAD TC,3,3,1,3,3,3,"3,0",3,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","33,33%","100,00%","100,00%",-,"0,1300","0,0433","0,2000","0,2700",-,"0,7300",88%,1,Level 2
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,418,AR10 IMPUESTOS TC,2,2,2,2,0,0,"2,0",2,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%",-,"100,00%",-,"0,1300","0,1300",-,"0,2700",-,"0,5300",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,7622,AR48 DISTRIBUCIÓN DE PRODUCTOS,2,2,1,2,0,0,"1,0",2,"0,0000","0,0000","0,0000",0,8.298,0,8.298,"100,00%","50,00%",-,"50,00%","100,00%","0,1300","0,0650",-,"0,1350","0,2700","0,8000",75%,1,Level 1
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,433,CIB04 GLOBAL MARKET,4,4,4,4,7,7,"2,0",2,"0,0000","0,0000","0,0000",0,14.797,0,14.800,"100,00%","100,00%","100,00%","100,00%","100,00%","0,1300","0,1300","0,2000","0,2700","0,2700","1,0000",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,7605,CIB07 ASSET MANAGEMENT,3,3,3,3,4,4,"2,0",2,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%","100,00%","100,00%",-,"0,1300","0,1300","0,2000","0,2700",-,"0,7300",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,7608,CIB05 OPERATION DATA,1,1,1,1,13,13,"1,0",2,"0,0000","0,0000","0,0000",0,44.952,0,45.855,"100,00%","100,00%","100,00%","50,00%","100,00%","0,1300","0,1300","0,2000","0,1350","0,2700","1,0000",87%,1,Level 2
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,7610,CIB06 ALYC,1,1,0,1,7,7,"1,0",2,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","0,00%","100,00%","50,00%",-,"0,1300","0,0000","0,2000","0,1350",-,"0,7300",64%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCIÓN,136,RB05 RETAIL CONTACT CENTER / CONTACT CENTER PARTICULARES,7,5,6,7,0,0,"4,0",4,"5,7625","5,7625","0,0000",792,137.441,792,137.441,"71,43%","85,71%",-,"100,00%","0,00%","0,0929","0,1114",-,"0,2700","0,0000","0,8000",59%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCIÓN,137,AR34 GESTION SUCURSALES y RECLAMOS,2,2,2,2,2,2,"1,0",2,"0,2097","0,2097","0,0000",24,114.443,24,114.443,"100,00%","100,00%","100,00%","50,00%","0,00%","0,1300","0,1300","0,2000","0,1350","0,0000","1,0000",60%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCIÓN,139,AR01 AUTOSERVICIOS SUCURSALES,4,4,3,4,0,0,"2,0",4,"0,0043","0,0043","0,0000",1,231.583,1,231.583,"100,00%","75,00%",-,"50,00%","50,00%","0,1300","0,0975",-,"0,1350","0,1350","0,8000",62%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCIÓN,4263,RB07 CONTACT CENTER / GESTION DE MORA,4,4,4,4,2,2,"3,0",4,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%","100,00%","75,00%",-,"0,1300","0,1300","0,2000","0,2025",-,"0,7300",91%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCIÓN,5854,AR41 TRAFFIC GENERATION & MARKETING AUTOMATION,1,1,1,1,0,0,"1,0",1,"0,1476","0,1476","0,0000",2,13.547,2,13.547,"100,00%","100,00%",-,"100,00%","50,00%","0,1300","0,1300",-,"0,2700","0,1350","0,8000",83%,1,Level 2
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCIÓN,7602,AR30 TESORO y CAJA,2,2,1,2,0,0,"1,0",2,"0,0145","0,0145","0,0000",3,207.359,3,207.359,"100,00%","50,00%",-,"50,00%","50,00%","0,1300","0,0650",-,"0,1350","0,1350","0,8000",58%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,MOTOR AGRO,8004,AR08 AGRO,2,0,0,2,0,0,"0,0",0,"-99,0000","-99,0000","0,0000",0,0,0,0,"0,00%","0,00%",-,-,-,"0,0000","0,0000",-,-,-,"0,2600",0%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,5193,AR39 PRÉSTAMOS PERSONALES,4,4,4,4,0,0,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%",-,"100,00%",-,"0,1300","0,1300",-,"0,2700",-,"0,5300",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,5473,AR55 PRESTAMOS PRENDARIOS CANALES INTERNOS,3,3,3,3,0,0,"3,0",3,"1,5744","1,5744","0,0000",194,123.225,194,123.225,"100,00%","100,00%",-,"100,00%","0,00%","0,1300","0,1300",-,"0,2700","0,0000","0,8000",66%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,7145,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNOS,1,1,1,1,3,3,"1,0",1,"0,0000","0,0000","0,0000",0,126,0,126,"100,00%","100,00%","100,00%","100,00%","100,00%","0,1300","0,1300","0,2000","0,2700","0,2700","1,0000",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,7935,AR54 PRESTAMOS HIPOTECARIOS CANALES DIGITALES,3,3,0,3,1,1,"3,0",3,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","0,00%","100,00%","100,00%",-,"0,1300","0,0000","0,2000","0,2700",-,"0,7300",82%,1,Level 2
ago 25,ARGENTINA,SYSTEMS ENGINEERING,RIESGOS MAYORISTAS,188,CF05 RISKS / RIESGOS MAYORISTA,14,14,5,14,11,11,"10,0",11,"0,0222","0,0000","0,0000",2,89.899,0,88.964,"100,00%","35,71%","100,00%","90,91%","0,00%","0,1300","0,0464","0,2000","0,2455","0,0000","1,0000",62%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,STAFFING Y METODOLOGÍA,149,AR35 BRANCHES / OFICINAS OPERATORIA,3,3,3,3,0,0,"1,0",2,"0,3782","0,3782","0,0000",1.494,3.950.728,1.494,3.950.728,"100,00%","100,00%",-,"50,00%","0,00%","0,1300","0,1300",-,"0,1350","0,0000","0,8000",49%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,72,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,6,5,0,6,0,0,"1,5",2,"0,0000","0,0000","0,0000",0,393.907,0,393.907,"83,33%","0,00%",-,"75,00%","100,00%","0,1083","0,0000",-,"0,2025","0,2700","0,8000",73%,1,Level 1
ago 25,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,73,AR14 INSURANCE SERVICES,3,3,3,3,0,0,"2,0",2,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%",-,"100,00%",-,"0,1300","0,1300",-,"0,2700",-,"0,5300",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,74,AR13 INSURANCE DISTRIBUTION/CHANNELS CORE,5,5,2,5,0,0,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","40,00%",-,"100,00%",-,"0,1300","0,0520",-,"0,2700",-,"0,5300",85%,1,Level 2
ago 25,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,7632,AM05 CONSUMER FINANCE,12,12,10,12,1,1,"8,5",10,"0,1195","0,1195","0,0000",42,351.579,42,351.579,"100,00%","83,33%","100,00%","85,00%","50,00%","0,1300","0,1083","0,2000","0,2295","0,1350","1,0000",80%,1,Level 2
ago 25,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,7633,AM03 CONSUMER FINANCE,5,5,5,5,2,2,"0,5",1,"0,0000","0,0000","0,0000",0,272.896,0,272.664,"100,00%","100,00%","100,00%","50,00%","100,00%","0,1300","0,1300","0,2000","0,1350","0,2700","1,0000",87%,1,Level 2
ago 25,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,7634,AM04 CONSUMER FINANCE,6,5,5,6,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,285.799,0,285.799,"83,33%","83,33%",-,"0,00%","100,00%","0,1083","0,1083",-,"0,0000","0,2700","0,8000",61%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6213,TRANSFORMACIÓN NEXTGEN,1,0,0,1,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,247.805,0,247.805,"0,00%","0,00%",-,"0,00%","100,00%","0,0000","0,0000",-,"0,0000","0,2700","0,8000",34%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6778,PROCESS SYSTEMS ARG,0,0,0,0,0,0,"2,0",2,"0,0000","0,0000","0,0000",0,1.434,0,1.434,-,-,-,"100,00%","100,00%",-,-,-,"0,2700","0,2700","0,5400",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6860,DEVOPS AR,2,2,0,2,0,0,"0,0",2,"0,0000","0,0000","0,0000",0,746.421,0,746.421,"100,00%","0,00%",-,"0,00%","100,00%","0,1300","0,0000",-,"0,0000","0,2700","0,8000",50%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5194,RB06 NECESIDADES DIGITALES,2,2,2,2,0,0,"1,0",1,"0,3119","0,3119","0,0000",101,323.840,101,323.840,"100,00%","100,00%",-,"100,00%","0,00%","0,1300","0,1300",-,"0,2700","0,0000","0,8000",66%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5195,AR31 PAQUETES Y TARJETAS,5,5,5,5,1,1,"0,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%","100,00%","0,00%",-,"0,1300","0,1300","0,2000","0,0000",-,"0,7300",63%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5196,AR33 PRODUCTOS NO CREDITICIOS,4,4,4,4,0,0,"0,5",1,"0,0000","0,0000","0,0000",0,1.664.566,0,1.664.566,"100,00%","100,00%",-,"50,00%","100,00%","0,1300","0,1300",-,"0,1350","0,2700","0,8000",83%,1,Level 2
ago 25,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5197,AR40 PRODUCTIVIDAD,1,1,1,1,0,0,"0,0",0,"0,0000","0,0000","0,0000",0,230,0,230,"100,00%","100,00%",-,-,"100,00%","0,1300","0,1300",-,-,"0,2700","0,5300",100%,1,Level 3
ago 25,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5198,AR32 MOTOR DE RIESGOS,2,2,2,2,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,119.802,0,119.802,"100,00%","100,00%",-,"0,00%","100,00%","0,1300","0,1300",-,"0,0000","0,2700","0,8000",66%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,6161,AR47 FORMULARIOS Y CONTRATOS DIGITALES,2,1,1,2,0,0,"3,5",4,"0,0000","0,0000","0,0000",0,39.531,0,39.405,"50,00%","50,00%",-,"87,50%","100,00%","0,0650","0,0650",-,"0,2363","0,2700","0,8000",80%,1,Level 1
ago 25,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,229,RB02 RETAIL MOBILE / MOVILES PARTICULARES,17,17,1,17,3,4,"15,0",19,"0,0000","0,0000","0,0000",0,3.390,0,3.317,"100,00%","5,88%","75,00%","78,95%","100,00%","0,1300","0,0076","0,1500","0,2132","0,2700","1,0000",77%,1,Level 1
ago 25,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,230,RB01 RETAIL WEB / WEBS PARTICULARES,23,23,6,23,6,7,"15,0",19,"0,0000","0,0000","0,0000",0,313.395,0,313.395,"100,00%","26,09%","85,71%","78,95%","100,00%","0,1300","0,0339","0,1714","0,2132","0,2700","1,0000",82%,1,Level 2
ago 25,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,411,AR09 BENEFICIOS,3,3,0,3,0,0,"0,0",3,"0,0016","0,0016","0,0000",2,1.261.333,2,1.261.333,"100,00%","0,00%",-,"0,00%","100,00%","0,1300","0,0000",-,"0,0000","0,2700","0,8000",50%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,415,AR04 MEDIOS ELECTRONICOS DE PAGOS - MOBILE,2,2,0,2,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,76.395,0,76.395,"100,00%","0,00%",-,"0,00%","100,00%","0,1300","0,0000",-,"0,0000","0,2700","0,8000",50%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,417,AR05 LOYALTY,2,2,2,2,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,103.151,0,103.151,"100,00%","100,00%",-,"0,00%","100,00%","0,1300","0,1300",-,"0,0000","0,2700","0,8000",66%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,4265,AR38 SALUD FINANCIERA,1,1,0,1,0,0,"0,0",0,"0,0000","0,0000","0,0000",0,0,0,0,"100,00%","0,00%",-,-,-,"0,1300","0,0000",-,-,-,"0,2600",50%,0,Not certified
ago 25,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,6716,AR15 EVOLUCION DIGITAL DE GESTION DE TARJETAS,1,1,0,1,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,46.228,0,46.228,"100,00%","0,00%",-,"0,00%","100,00%","0,1300","0,0000",-,"0,0000","0,2700","0,8000",50%,0,Not certified
ago 25,CFE,AUD.LEGAL&CHAIRMAN UNITS,,12,"LEGAL, FUNDACIÓN BBVA….",23,21,15,17,2,2,"11,5",15,"0,0004","0,0004","0,0003",1,2.387.687,1,2.387.695,"91,30%","88,24%","100,00%","76,67%","100,00%","0,1187","0,1147","0,2000","0,2070","0,2700","1,0000",91%,1,Level 3
ago 25,CFE,AUD.LEGAL&CHAIRMAN UNITS,,13,AUDIT,6,6,5,5,0,0,"4,5",5,"0,0100","0,0100","0,0000",6,601.971,6,601.971,"100,00%","100,00%",-,"90,00%","50,00%","0,1300","0,1300",-,"0,2430","0,1350","0,8000",80%,1,Level 1
ago 25,CFE,AUD.LEGAL&CHAIRMAN UNITS,,16,OTHERS NO CFE,3,3,3,3,0,0,"2,0",3,"0,0469","0,0469","-0,0031",39,830.709,39,830.683,"100,00%","100,00%",-,"66,67%","75,00%","0,1300","0,1300",-,"0,1800","0,2025","0,8000",80%,1,Level 2
ago 25,CFE,AUD.LEGAL&CHAIRMAN UNITS,,17,COMMS,17,15,11,12,0,0,"10,0",16,"0,0241","0,0241","0,0000",43,1.782.468,43,1.782.468,"88,24%","91,67%",-,"62,50%","50,00%","0,1147","0,1192",-,"0,1688","0,1350","0,8000",67%,0,Not certified
ago 25,CFE,AUD.LEGAL&CHAIRMAN UNITS,,18,ENGINEERING FOR ENGINEERING,14,14,14,14,0,0,"9,5",13,"0,0005","0,0006","-2,7571",1,1.851.553,1,1.800.503,"100,00%","100,00%",-,"73,08%","100,00%","0,1300","0,1300",-,"0,1973","0,2700","0,8000",91%,1,Level 3
ago 25,CFE,AUD.LEGAL&CHAIRMAN UNITS,,37,M&A,10,9,4,4,2,2,"6,0",7,"0,0000","0,0000","0,0000",0,64.684,0,64.684,"90,00%","100,00%","100,00%","85,71%","100,00%","0,1170","0,1300","0,2000","0,2314","0,2700","1,0000",95%,1,Level 3
ago 25,CFE,FINANCE,,27,REPORTING REGULATORIO,10,10,11,11,0,0,"10,5",12,"0,0000","0,0000","0,0000",0,790.830,0,786.180,"100,00%","100,00%",-,"87,50%","100,00%","0,1300","0,1300",-,"0,2363","0,2700","0,8000",96%,1,Level 3
ago 25,CFE,FINANCE,,34,CONSOLIDACIÓN REPORTING Y FISCAL,12,10,10,10,1,1,"9,5",13,"0,0000","0,0000","0,0000",0,7.151.027,0,7.150.999,"83,33%","100,00%","100,00%","73,08%","100,00%","0,1083","0,1300","0,2000","0,1973","0,2700","1,0000",91%,1,Level 3
ago 25,CFE,FINANCE,,42,PROCUREMENT,6,6,5,5,1,1,"3,0",6,"0,1984","0,1984","0,0000",140,705.628,140,705.628,"100,00%","100,00%","100,00%","50,00%","50,00%","0,1300","0,1300","0,2000","0,1350","0,1350","1,0000",73%,1,Level 1
ago 25,CFE,FINANCE,,43,INVEST & COST MANAGEMENT,5,5,5,5,8,8,"2,0",5,"0,0000","0,0000","0,0000",0,1.578.685,0,1.577.970,"100,00%","100,00%","100,00%","40,00%","100,00%","0,1300","0,1300","0,2000","0,1080","0,2700","1,0000",84%,1,Level 2
ago 25,CFE,FINANCE,,45,RENTABILIDAD & PERFORMANCE MANAGEMENT,3,3,4,4,7,7,"2,0",3,"0,0000","0,0098","-100,0000",0,100.443,1,102.484,"100,00%","100,00%","100,00%","66,67%","100,00%","0,1300","0,1300","0,2000","0,1800","0,2700","1,0000",91%,1,Level 3
ago 25,CFE,R&IC,,9,NFR,5,5,4,4,6,6,"1,0",4,"0,0000","0,0000","0,0000",0,671.437,0,670.662,"100,00%","100,00%","100,00%","25,00%","100,00%","0,1300","0,1300","0,2000","0,0675","0,2700","1,0000",80%,1,Level 1
ago 25,CFE,R&IC,,29,CONTROL INTERNO DE RIESGOS,4,4,4,4,3,3,"2,0",5,"0,0750","0,0750","0,0000",45,600.299,45,600.299,"100,00%","100,00%","100,00%","40,00%","50,00%","0,1300","0,1300","0,2000","0,1080","0,1350","1,0000",70%,1,Level 1
ago 25,CFE,R&IC,,30,COMPLIANCE,15,13,11,14,0,0,"7,5",15,"0,0022","0,0022","-0,2877",7,3.130.537,7,3.121.532,"86,67%","78,57%",-,"50,00%","100,00%","0,1127","0,1021",-,"0,1350","0,2700","0,8000",77%,1,Level 1
ago 25,CFE,R&IC,,4911,CROSS DATA & AML,0,0,1,1,17,17,"1,0",1,"0,0000","0,0000","0,0000",0,272.719,0,264.245,-,"100,00%","100,00%","100,00%","100,00%",-,"0,1300","0,2000","0,2700","0,2700","0,8700",100%,1,Level 3
ago 25,CFE,R&IC,,6151,SCREENING & TRANSACTION MONITORING AML,6,5,0,7,7,7,"3,0",5,"0,0000","0,0000","0,0000",0,75.802,0,75.802,"83,33%","0,00%","100,00%","60,00%","100,00%","0,1083","0,0000","0,2000","0,1620","0,2700","1,0000",74%,1,Level 1
ago 25,CFE,R&IC,,7051,REPORTING FRAUDE,1,1,0,1,0,0,"0,0",0,"0,0000","0,0000","0,0000",0,367.477,0,367.477,"100,00%","0,00%",-,-,"100,00%","0,1300","0,0000",-,-,"0,2700","0,5300",75%,1,Level 1
ago 25,CFE,RISK,,6,RETAIL CREDIT RISK,0,0,3,3,0,0,"1,5",3,"0,0000","0,0000","0,0000",0,357.880,0,357.890,-,"100,00%",-,"50,00%","100,00%",-,"0,1300",-,"0,1350","0,2700","0,6700",80%,1,Level 1
ago 25,CFE,RISK,,7,PROVISIONES,3,3,3,3,2,2,"2,0",3,"0,0000","0,0000","0,0000",0,603.179,0,603.188,"100,00%","100,00%","100,00%","66,67%","100,00%","0,1300","0,1300","0,2000","0,1800","0,2700","1,0000",91%,1,Level 3
ago 25,CFE,RISK,,28,OTHER RISKS,15,15,11,15,1,1,"12,0",13,"0,0000","0,0000","0,0000",0,1.550.003,0,1.550.001,"100,00%","73,33%","100,00%","92,31%","100,00%","0,1300","0,0953","0,2000","0,2492","0,2700","1,0000",94%,1,Level 3
ago 25,CFE,RISK,,31,WHOLESALE CREDIT RISK,11,10,10,10,11,11,"9,0",11,"0,0000","0,0000","0,0000",0,1.824.061,0,1.817.905,"90,91%","100,00%","100,00%","81,82%","100,00%","0,1182","0,1300","0,2000","0,2209","0,2700","1,0000",94%,1,Level 3
ago 25,CFE,RISK,,38,ESG & REPORTING & ANALYTICS,8,7,9,9,13,14,"5,0",10,"0,0000","0,0000","0,0000",0,1.210.783,0,1.210.182,"87,50%","100,00%","92,86%","50,00%","100,00%","0,1138","0,1300","0,1857","0,1350","0,2700","1,0000",83%,1,Level 2
ago 25,CFE,RISK,,46,CAPITAL,10,10,5,10,7,7,"6,0",8,"0,0000","0,0000","0,0000",0,623.838,0,623.833,"100,00%","50,00%","100,00%","75,00%","100,00%","0,1300","0,0650","0,2000","0,2025","0,2700","1,0000",87%,1,Level 2
ago 25,CFE,T&C,,11,TALENT MANAGEMENT,24,24,15,16,0,1,"15,0",21,"0,0000","0,0000","0,0000",0,1.942.171,0,1.942.402,"100,00%","93,75%","0,00%","71,43%","100,00%","0,1300","0,1219","0,0000","0,1929","0,2700","1,0000",71%,1,Level 1
ago 25,CFE,T&C,,41,PREMISES & SERVICES,24,21,19,21,2,2,"16,0",18,"0,0910","0,0910","0,0000",138,1.516.733,138,1.516.733,"87,50%","90,48%","100,00%","88,89%","50,00%","0,1138","0,1176","0,2000","0,2400","0,1350","1,0000",81%,1,Level 2
ago 25,CFE,T&C,,47,WORKFORCE ADMINISTRATION,2,2,1,1,3,3,"2,0",2,"0,0087","0,0087","0,0000",4,457.563,4,457.563,"100,00%","100,00%","100,00%","100,00%","50,00%","0,1300","0,1300","0,2000","0,2700","0,1350","1,0000",87%,1,Level 2
ago 25,CFE,T&C,,5028,WORKFORCE RECRUITING-TALENT,2,2,0,0,0,0,"3,0",3,"0,0000","0,0000","0,0000",0,6.158,0,6.158,"100,00%",-,-,"100,00%","100,00%","0,1300",-,-,"0,2700","0,2700","0,6700",100%,1,Level 3
ago 25,CIB,DATA ENGINEERING,ANALYTICS,7557,GTB ANALYTICS,2,2,2,2,0,0,"2,0",2,"0,0000","0,0000","0,0000",0,33.258,0,33.258,"100,00%","100,00%",-,"100,00%","100,00%","0,1300","0,1300",-,"0,2700","0,2700","0,8000",100%,1,Level 3
ago 25,CIB,DATA ENGINEERING,ANALYTICS,7558,POST-TRADE SOLUTIONS,11,10,11,11,35,35,"5,0",8,"0,2513","0,2768","-9,2092",3.500,13.929.345,3.858,13.940.128,"90,91%","100,00%","100,00%","62,50%","0,00%","0,1182","0,1300","0,2000","0,1688","0,0000","1,0000",62%,0,Not certified
ago 25,CIB,DATA ENGINEERING,ANALYTICS,7559,SUSTAINABILITY SOLUTIONS,4,4,4,4,1,1,"4,0",4,"0,0000","0,0000","0,0000",0,275.894,0,275.875,"100,00%","100,00%","100,00%","100,00%","100,00%","0,1300","0,1300","0,2000","0,2700","0,2700","1,0000",100%,1,Level 3
ago 25,CIB,DATA ENGINEERING,DATA HUB,4921,CIB DATAHUB & EXECUTION,1,1,1,1,51,52,"0,0",1,"0,0000","0,0000","0,0000",0,136.882,0,136.882,"100,00%","100,00%","98,08%","0,00%","100,00%","0,1300","0,1300","0,1962","0,0000","0,2700","1,0000",73%,1,Level 1
